qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
6049,907,18,1,22,12,01:10.3,01:09.8,
6050,907,20,9,1,13,01:10.6,01:09.8,
6051,907,813,208,13,14,01:10.8,01:09.9,
6052,907,818,5,25,15,01:10.2,01:10.1,
6053,907,154,208,8,16,01:10.5,01:10.6,
6054,907,16,15,99,17,01:10.8,,
6055,907,821,15,21,18,01:11.3,,
6056,907,824,206,17,19,01:11.4,,
6057,907,155,207,10,20,01:11.7,,
6058,907,820,206,4,21,01:11.8,,
6059,907,828,207,9,22,01:12.7,,
6060,908,3,131,6,1,01:40.4,01:35.2,01:35.8
6061,908,20,9,1,2,01:45.1,01:36.4,01:37.4
6062,908,18,1,22,3,01:44.4,01:36.6,01:38.2
6063,908,807,10,27,4,01:41.3,01:37.1,01:38.3
6064,908,825,1,20,5,01:42.5,01:37.4,01:38.4
6065,908,1,131,44,6,01:41.1,01:34.9,01:39.2
6066,908,815,10,11,7,01:42.1,01:37.4,01:40.5
6067,908,817,9,3,8,01:44.7,01:38.2,01:40.6
6068,908,826,5,26,9,01:41.0,01:36.8,01:40.7
6069,908,818,5,25,10,01:43.0,01:37.8,01:40.9
6070,908,154,208,8,11,01:43.1,01:38.5,
6071,908,824,206,17,12,01:41.2,01:38.7,
6072,908,820,206,4,13,01:42.1,01:39.8,
6073,908,821,15,21,14,01:43.3,01:40.9,
6074,908,813,208,13,15,01:43.9,01:44.0,
6075,908,16,15,99,16,01:42.6,,
6076,908,822,3,77,17,01:45.3,,
6077,908,13,3,19,18,01:45.7,,
6078,908,4,6,14,19,01:45.9,,
6079,908,8,6,7,20,01:46.7,,
6080,908,828,207,9,21,01:49.4,,
6081,908,155,207,10,22,01:49.6,,
6082,909,3,131,6,1,01:17.6,01:17.1,01:16.5
6083,909,822,3,77,2,01:18.2,01:17.4,01:16.8
6084,909,13,3,19,3,01:18.4,01:17.4,01:17.1
6085,909,825,1,20,4,01:18.3,01:17.8,01:17.2
6086,909,817,9,3,5,01:18.1,01:17.9,01:17.3
6087,909,20,9,1,6,01:18.2,01:17.6,01:17.6
6088,909,4,6,14,7,01:18.4,01:17.9,01:17.6
6089,909,826,5,26,8,01:18.5,01:18.1,01:18.0
6090,909,807,10,27,9,01:18.9,01:18.0,01:18.0
6091,909,815,10,11,10,01:18.9,01:18.2,01:18.0
6092,909,18,1,22,11,01:18.4,01:18.2,
6093,909,8,6,7,12,01:18.5,01:18.3,
6094,909,818,5,25,13,01:18.5,01:18.3,
6095,909,821,15,21,14,01:18.7,01:18.8,
6096,909,154,208,8,15,01:18.9,01:19.0,
6097,909,1,131,44,16,01:18.7,,
6098,909,16,15,99,17,01:19.1,,
6099,909,824,206,17,18,01:19.7,,
6100,909,813,208,13,19,01:20.2,,
6101,909,155,207,10,20,01:20.4,,
6102,909,820,206,4,21,01:20.5,,
6103,909,828,207,9,22,,,
6104,910,3,131,6,1,01:25.2,01:23.3,01:22.7
6105,910,20,9,1,2,01:25.7,01:23.6,01:23.2
6106,910,822,3,77,3,01:25.7,01:23.8,01:23.4
6107,910,817,9,3,4,01:25.5,01:23.7,01:23.4
6108,910,4,6,14,5,01:26.1,01:24.2,01:23.9
6109,910,13,3,19,6,01:26.6,01:24.0,01:24.2
6110,910,18,1,22,7,01:26.6,01:24.5,01:24.3
6111,910,818,5,25,8,01:24.9,01:24.6,01:24.7
6112,910,807,10,27,9,01:26.1,01:24.6,01:24.8
6113,910,825,1,20,10,01:26.6,01:24.6,
6114,910,826,5,26,11,01:25.4,01:24.7,
6115,910,16,15,99,12,01:26.0,01:25.1,
6116,910,815,10,11,13,01:25.9,01:25.2,
6117,910,821,15,21,14,01:25.7,01:25.3,
6118,910,154,208,8,15,01:26.1,01:25.3,
6119,910,824,206,17,16,01:26.7,01:27.4,
6120,910,8,6,7,17,01:26.8,,
6121,910,155,207,10,18,01:27.1,,
6122,910,820,206,4,19,01:27.8,,
6123,910,828,207,9,20,01:28.6,,
6124,910,1,131,44,21,,,
6125,910,813,208,13,22,,,
6126,911,3,131,6,1,02:07.1,02:06.7,02:05.6
6127,911,1,131,44,2,02:07.3,02:06.6,02:05.8
6128,911,20,9,1,3,02:10.1,02:08.9,02:07.7
6129,911,4,6,14,4,02:10.2,02:08.4,02:07.8
6130,911,817,9,3,5,02:10.1,02:09.0,02:07.9
6131,911,822,3,77,6,02:09.2,02:08.5,02:08.0
6132,911,825,1,20,7,02:11.1,02:08.9,02:08.7
6133,911,8,6,7,8,02:09.9,02:08.6,02:08.8
6134,911,13,3,19,9,02:08.4,02:08.8,02:09.2
6135,911,18,1,22,10,02:10.5,02:09.3,02:09.8
6136,911,826,5,26,11,02:10.4,02:09.4,
6137,911,818,5,25,12,02:09.8,02:09.8,
6138,911,815,10,11,13,02:10.7,02:10.1,
6139,911,16,15,99,14,02:11.1,02:10.2,
6140,911,154,208,8,15,02:10.9,02:11.1,
6141,911,824,206,17,16,02:11.1,02:12.5,
6142,911,813,208,13,17,02:11.3,,
6143,911,807,10,27,18,02:11.3,,
6144,911,820,206,4,19,02:12.6,,
6145,911,821,15,21,20,02:13.4,,
6146,911,827,207,45,21,02:13.5,,
6147,911,828,207,9,22,02:14.4,,
6148,912,1,131,44,1,01:25.4,01:24.6,01:24.1
6149,912,3,131,6,2,01:25.5,01:24.6,01:24.4
6150,912,822,3,77,3,01:26.0,01:24.9,01:24.7
6151,912,13,3,19,4,01:25.5,01:25.0,01:24.9
6152,912,825,1,20,5,01:26.3,01:26.0,01:25.3
6153,912,18,1,22,6,01:26.3,01:25.6,01:25.4
6154,912,4,6,14,7,01:26.5,01:25.5,01:25.4
6155,912,20,9,1,8,01:26.6,01:25.8,01:25.4
6156,912,817,9,3,9,01:26.7,01:25.9,01:25.7
6157,912,815,10,11,10,01:26.6,01:25.9,01:25.9
6158,912,826,5,26,11,01:26.3,01:26.1,
6159,912,8,6,7,12,01:26.7,01:26.1,
6160,912,818,5,25,13,01:26.1,01:26.2,
6161,912,807,10,27,14,01:26.4,01:26.3,
6162,912,16,15,99,15,01:27.0,01:26.6,
6163,912,821,15,21,16,01:27.0,01:26.7,
6164,912,813,208,13,17,01:27.5,,
6165,912,154,208,8,18,01:27.6,,
6166,912,155,207,10,19,01:27.7,,
6167,912,824,206,17,20,01:27.7,,
6168,912,820,206,4,21,01:28.2,,
6169,912,828,207,9,22,01:28.6,,
6170,913,1,131,44,1,01:46.9,01:46.3,01:45.7
6171,913,3,131,6,2,01:47.2,01:45.8,01:45.7
6172,913,817,9,3,3,01:47.5,01:46.5,01:45.9
6173,913,20,9,1,4,01:47.5,01:46.6,01:45.9
6174,913,4,6,14,5,01:46.9,01:46.3,01:45.9
6175,913,13,3,19,6,01:47.6,01:46.5,01:46.0
6176,913,8,6,7,7,01:46.7,01:46.4,01:46.2
6177,913,822,3,77,8,01:47.2,01:46.6,01:46.2
6178,913,825,1,20,9,01:48.0,01:46.7,01:46.3
6179,913,826,5,26,10,01:47.7,01:46.9,01:47.4
6180,913,18,1,22,11,01:47.2,01:46.9,
6181,913,818,5,25,12,01:47.4,01:47.0,
6182,913,807,10,27,13,01:47.4,01:47.3,
6183,913,821,15,21,14,01:48.0,01:47.3,
6184,913,815,10,11,15,01:48.1,01:47.6,
6185,913,154,208,8,16,01:47.9,01:47.8,
6186,913,16,15,99,17,01:48.3,,
6187,913,813,208,13,18,01:49.1,,
6188,913,824,206,17,19,01:49.4,,
6189,913,155,207,10,20,01:50.4,,
6190,913,820,206,4,21,01:50.5,,
6191,913,828,207,9,22,01:52.3,,
6192,914,3,131,6,1,01:33.7,01:33.0,01:32.5
6193,914,1,131,44,2,01:33.6,01:33.0,01:32.7
6194,914,822,3,77,3,01:34.3,01:33.4,01:33.1
6195,914,13,3,19,4,01:34.5,01:33.6,01:33.5
6196,914,4,6,14,5,01:34.5,01:33.7,01:33.7
6197,914,817,9,3,6,01:35.6,01:34.5,01:34.1
6198,914,825,1,20,7,01:34.9,01:34.2,01:34.2
6199,914,18,1,22,8,01:35.2,01:34.6,01:34.3
6200,914,20,9,1,9,01:35.5,01:34.8,01:34.4
6201,914,8,6,7,10,01:35.0,01:34.8,01:34.5
6202,914,818,5,25,11,01:35.2,01:35.0,
6203,914,815,10,11,12,01:35.4,01:35.1,
6204,914,826,5,26,13,01:35.2,01:35.1,
6205,914,807,10,27,14,01:35.0,01:35.1,
6206,914,16,15,99,15,01:35.7,01:35.4,
6207,914,821,15,21,16,01:35.3,01:35.7,
6208,914,813,208,13,17,01:35.9,,
6209,914,154,208,8,18,01:36.0,,
6210,914,828,207,9,19,01:36.8,,
6211,914,824,206,17,20,01:36.9,,
6212,914,155,207,10,21,01:37.0,,
6213,914,820,206,4,22,01:37.5,,
6214,915,1,131,44,1,01:38.8,01:38.3,01:38.5
6215,915,3,131,6,2,01:39.1,01:38.6,01:38.7
6216,915,822,3,77,3,01:39.1,01:39.0,01:38.9
6217,915,18,1,22,4,01:39.6,01:39.4,01:39.1
6218,915,826,5,26,5,01:40.1,01:39.3,01:39.3
6219,915,825,1,20,6,01:39.7,01:39.0,01:39.6
6220,915,817,9,3,7,01:40.5,01:39.7,01:39.6
6221,915,4,6,14,8,01:40.3,01:39.8,01:39.7
6222,915,8,6,7,9,01:40.1,01:39.8,01:39.8
6223,915,818,5,25,10,01:40.4,01:39.9,01:40.0
6224,915,20,9,1,11,01:40.4,01:40.1,
6225,915,807,10,27,12,01:40.3,01:40.1,
6226,915,815,10,11,13,01:40.7,01:40.2,
6227,915,821,15,21,14,01:41.2,01:40.5,
6228,915,16,15,99,15,01:40.8,01:41.0,
6229,915,154,208,8,16,01:42.5,01:41.4,
6230,915,828,207,9,17,01:42.6,,
6231,915,13,3,19,18,01:43.1,,
6232,915,155,207,10,19,01:43.2,,
6233,915,813,208,13,20,01:43.2,,
6234,915,820,206,4,21,01:43.6,,
6235,916,3,131,6,1,01:38.3,01:36.3,01:36.1
6236,916,1,131,44,2,01:37.2,01:37.3,01:36.4
6237,916,822,3,77,3,01:38.2,01:37.5,01:36.9
6238,916,13,3,19,4,01:37.9,01:37.3,01:37.2
6239,916,817,9,3,5,01:38.8,01:37.9,01:37.2
6240,916,4,6,14,6,01:38.3,01:38.0,01:37.6
6241,916,18,1,22,7,01:38.6,01:38.0,01:37.7
6242,916,825,1,20,8,01:38.6,01:38.0,01:37.7
6243,916,8,6,7,9,01:38.7,01:38.3,01:37.8
6244,916,16,15,99,10,01:38.9,01:38.4,01:38.8
6245,916,813,208,13,11,01:38.6,01:38.5,
6246,916,815,10,11,12,01:39.2,01:38.6,
6247,916,807,10,27,13,01:38.9,01:38.6,
6248,916,826,5,26,14,01:38.9,01:38.7,
6249,916,818,5,25,15,01:39.3,,
6250,916,821,15,21,16,01:39.6,,
6251,916,20,9,1,17,01:39.6,,
6252,916,154,208,8,18,01:39.7,,
6253,917,3,131,6,1,01:10.3,01:10.3,01:10.0
6254,917,1,131,44,2,01:10.5,01:10.7,01:10.1
6255,917,13,3,19,3,01:10.6,01:10.3,01:10.2
6256,917,822,3,77,4,01:10.8,01:10.4,01:10.3
6257,917,18,1,22,5,01:11.1,01:11.1,01:10.9
6258,917,20,9,1,6,01:11.9,01:11.1,01:10.9
6259,917,825,1,20,7,01:11.1,01:11.2,01:11.0
6260,917,4,6,14,8,01:11.6,01:11.2,01:11.0
6261,917,817,9,3,9,01:11.6,01:11.2,01:11.1
6262,917,8,6,7,10,01:11.2,01:11.2,01:11.1
6263,917,821,15,21,11,01:11.5,01:11.6,
6264,917,807,10,27,12,01:11.8,01:12.0,
6265,917,16,15,99,13,01:11.9,01:12.1,
6266,917,826,5,26,14,01:11.4,,
6267,917,154,208,8,15,01:12.0,,
6268,917,818,5,25,16,01:12.0,,
6269,917,815,10,11,17,01:12.1,,
6270,917,813,208,13,18,01:12.2,,
6305,918,821,15,21,15,01:42.8,,
6304,918,154,208,8,14,01:42.8,,
6303,918,16,15,99,13,01:42.7,01:43.1,
6302,918,807,10,27,12,01:42.4,01:42.4,
6301,918,815,10,11,11,01:42.7,01:42.2,
6300,918,818,5,25,10,01:42.4,01:42.2,
6299,918,825,1,20,9,01:42.1,01:42.2,
6298,918,4,6,14,8,01:42.5,01:41.9,01:42.9
6297,918,8,6,7,7,01:42.4,01:42.2,01:42.2
6296,918,18,1,22,6,01:42.1,01:41.9,01:42.0
6295,918,826,5,26,5,01:42.3,01:42.1,01:41.9
6294,918,13,3,19,4,01:41.5,01:41.1,01:41.1
6293,918,822,3,77,3,01:42.3,01:41.4,01:41.0
6292,918,1,131,44,2,01:41.2,01:40.9,01:40.9
6291,918,3,131,6,1,01:41.3,01:41.5,01:40.5
6306,918,813,208,13,16,01:42.9,,
6307,918,155,207,10,17,01:44.5,,
6308,918,829,207,46,18,01:45.1,,
6309,926,1,131,44,1,01:28.6,01:26.9,01:26.3
6310,926,3,131,6,2,01:28.9,01:27.1,01:26.9
6311,926,13,3,19,3,01:29.2,01:27.9,01:27.7
6312,926,20,6,5,4,01:29.3,01:27.7,01:27.8
6313,926,8,6,7,5,01:29.8,01:27.8,01:27.8
6314,926,822,3,77,6,01:29.6,01:27.8,01:28.1
6315,926,817,9,3,7,01:29.8,01:28.7,01:28.3
6316,926,832,5,55,8,01:29.6,01:28.6,01:28.5
6317,926,154,208,8,9,01:29.5,01:28.6,01:28.6
6318,926,813,208,13,10,01:29.8,01:28.7,01:29.5
6319,926,831,15,12,11,01:30.4,01:28.8,
6320,926,830,5,33,12,01:29.2,01:28.9,
6321,926,826,9,26,13,01:30.4,01:29.1,
6322,926,807,10,27,14,01:29.7,01:29.2,
6323,926,815,10,11,15,01:30.0,01:29.2,
6324,926,828,15,9,16,01:31.4,,
6325,926,18,1,22,17,01:31.4,,
6326,926,825,1,20,18,01:32.0,,
6327,927,1,131,44,1,01:39.3,01:41.5,01:49.8
6328,927,20,6,5,2,01:39.8,01:39.6,01:49.9
6329,927,3,131,6,3,01:39.4,01:39.4,01:50.3
6330,927,817,9,3,4,01:40.5,01:41.1,01:51.5
6331,927,826,9,26,5,01:40.5,01:41.7,01:52.0
6332,927,830,5,33,6,01:40.8,01:41.4,01:52.0
6333,927,13,3,19,7,01:40.5,01:41.2,01:52.5
6334,927,154,208,8,8,01:40.3,01:41.2,01:53.0
6335,927,822,3,77,9,01:40.2,01:40.7,01:53.2
6336,927,828,15,9,10,01:40.3,01:41.7,01:53.3
6337,927,8,6,7,11,01:40.4,01:42.2,
6338,927,813,208,13,12,01:40.4,01:42.2,
6339,927,807,10,27,13,01:40.8,01:43.0,
6340,927,815,10,11,14,01:41.0,01:43.5,
6341,927,832,5,55,15,01:39.8,01:43.7,
6342,927,831,15,12,16,01:41.3,,
6343,927,18,1,22,17,01:41.6,,
6344,927,4,1,14,18,01:41.7,,
6345,927,833,209,98,19,01:46.7,,
6346,928,1,131,44,1,01:38.3,01:36.4,01:35.8
6347,928,3,131,6,2,01:38.5,01:36.7,01:35.8
6348,928,20,6,5,3,01:37.5,01:37.0,01:36.7
6349,928,13,3,19,4,01:38.4,01:37.4,01:37.0
6350,928,822,3,77,5,01:38.0,01:37.8,01:37.1
6351,928,8,6,7,6,01:37.8,01:37.1,01:37.2
6352,928,817,9,3,7,01:38.5,01:37.9,01:37.5
6353,928,154,208,8,8,01:38.2,01:38.1,01:37.9
6354,928,831,15,12,9,01:38.5,01:38.0,01:38.1
6355,928,828,15,9,10,01:38.9,01:38.1,01:38.2
6356,928,813,208,13,11,01:38.6,01:38.1,
6357,928,826,9,26,12,01:39.1,01:38.2,
6358,928,830,5,33,13,01:38.4,01:38.4,
6359,928,832,5,55,14,01:38.6,01:38.5,
6360,928,815,10,11,15,01:38.9,01:39.3,
6361,928,807,10,27,16,01:39.2,,
6362,928,18,1,22,17,01:39.3,,
6363,928,4,1,14,18,01:39.3,,
6364,928,829,209,28,19,01:42.1,,
6365,928,833,209,98,20,01:42.8,,
6366,929,1,131,44,1,01:33.9,01:32.7,01:32.6
6367,929,20,6,5,2,01:34.9,01:33.6,01:33.0
6368,929,3,131,6,3,01:34.4,01:33.9,01:33.1
6369,929,8,6,7,4,01:34.6,01:33.5,01:33.2
6370,929,822,3,77,5,01:34.2,01:33.9,01:33.4
6371,929,13,3,19,6,01:34.5,01:33.6,01:33.7
6372,929,817,9,3,7,01:34.7,01:34.4,01:33.8
6373,929,807,10,27,8,01:35.7,01:34.6,01:34.5
6374,929,832,5,55,9,01:35.4,01:34.6,01:34.5
6375,929,154,208,8,10,01:35.0,01:34.1,01:34.5
6376,929,815,10,11,11,01:35.5,01:34.7,
6377,929,831,15,12,12,01:35.3,01:34.7,
6378,929,828,15,9,13,01:35.4,01:35.0,
6379,929,4,1,14,14,01:35.2,01:35.0,
6380,929,830,5,33,15,01:35.6,01:35.1,
6381,929,813,208,13,16,01:35.7,,
6382,929,826,9,26,17,01:35.8,,
6383,929,829,209,28,18,01:38.7,,
6384,929,833,209,98,19,01:39.7,,
6385,930,3,131,6,1,01:26.5,01:25.2,01:24.7
6386,930,1,131,44,2,01:26.4,01:25.7,01:24.9
6387,930,20,6,5,3,01:27.5,01:26.2,01:25.5
6388,930,822,3,77,4,01:27.3,01:26.2,01:25.7
6389,930,832,5,55,5,01:26.8,01:26.5,01:26.1
6390,930,830,5,33,6,01:27.4,01:26.4,01:26.2
6391,930,8,6,7,7,01:26.6,01:26.0,01:26.4
6392,930,826,9,26,8,01:27.8,01:26.9,01:26.6
6393,930,13,3,19,9,01:27.2,01:26.1,01:26.8
6394,930,817,9,3,10,01:27.6,01:26.7,01:26.8
6395,930,154,208,8,11,01:27.4,01:27.4,
6396,930,813,208,13,12,01:27.3,01:27.5,
6397,930,4,1,14,13,01:27.9,01:27.8,
6398,930,18,1,22,14,01:27.8,01:27.9,
6399,930,831,15,12,15,01:27.6,01:28.0,
6400,930,828,15,9,16,01:28.1,,
6401,930,807,10,27,17,01:28.4,,
6402,930,815,10,11,18,01:28.4,,
6403,930,829,209,28,19,01:31.2,,
6404,930,833,209,98,20,01:32.0,,
6405,931,1,131,44,1,01:16.6,01:15.9,01:15.1
6406,931,3,131,6,2,01:16.5,01:15.5,01:15.4
6407,931,20,6,5,3,01:17.5,01:16.2,01:15.8
6408,931,817,9,3,4,01:17.3,01:16.7,01:16.0
6409,931,826,9,26,5,01:16.8,01:16.5,01:16.2
6410,931,8,6,7,6,01:17.7,01:16.4,01:16.4
6411,931,815,10,11,7,01:17.4,01:17.0,01:16.8
6412,931,832,5,55,8,01:17.2,01:16.8,01:16.9
6413,931,813,208,13,9,01:17.6,01:16.8,01:16.9
6414,931,830,5,33,10,01:16.8,01:16.5,01:17.0
6415,931,154,208,8,11,01:17.8,01:17.0,
6416,931,18,1,22,12,01:17.5,01:17.1,
6417,931,807,10,27,13,01:17.6,01:17.2,
6418,931,13,3,19,14,01:17.7,01:17.3,
6419,931,4,1,14,15,01:17.8,01:26.6,
6420,931,831,15,12,16,01:18.1,,
6421,931,822,3,77,17,01:18.4,,
6422,931,828,15,9,18,01:18.5,,
6423,931,829,209,28,19,01:20.7,,
6424,931,833,209,98,20,01:20.9,,
6425,932,1,131,44,1,01:15.9,01:14.7,01:14.4
6426,932,3,131,6,2,01:15.9,01:14.7,01:14.7
6427,932,8,6,7,3,01:16.3,01:15.3,01:15.0
6428,932,822,3,77,4,01:16.6,01:15.5,01:15.1
6429,932,154,208,8,5,01:15.8,01:15.2,01:15.2
6430,932,813,208,13,6,01:16.1,01:15.6,01:15.3
6431,932,807,10,27,7,01:16.2,01:15.7,01:15.6
6432,932,826,9,26,8,01:16.4,01:15.9,01:16.1
6433,932,817,9,3,9,01:16.4,01:16.0,01:16.1
6434,932,815,10,11,10,01:16.8,01:16.0,01:16.3
6435,932,832,5,55,11,01:16.6,01:16.0,
6436,932,830,5,33,12,01:16.4,01:16.2,
6437,932,828,15,9,13,01:16.8,01:16.3,
6438,932,4,1,14,14,01:17.0,01:16.3,
6439,932,831,15,12,15,01:17.0,01:16.6,
6440,932,20,6,5,16,01:17.3,,
6441,932,13,3,19,17,01:17.9,,
6442,932,833,209,98,18,01:19.1,,
6443,932,829,209,28,19,01:19.2,,
6444,933,1,131,44,1,01:12.2,01:09.1,01:08.5
6445,933,3,131,6,2,01:11.0,01:08.6,01:08.7
6446,933,20,6,5,3,01:11.2,01:09.4,01:08.8
6447,933,13,3,19,4,01:11.8,01:09.7,01:09.2
6448,933,807,10,27,5,01:11.3,01:09.6,01:09.3
6449,933,822,3,77,6,01:11.9,01:09.6,01:09.3
6450,933,830,5,33,7,01:11.3,01:09.6,01:09.6
6451,933,826,9,26,8,01:12.1,01:10.2,01:09.7
6452,933,831,15,12,9,01:12.0,01:09.7,01:09.7
6453,933,154,208,8,10,01:11.8,01:09.9,
6454,933,813,208,13,11,01:11.7,01:10.4,
6455,933,828,15,9,12,01:12.4,01:10.4,
6456,933,832,5,55,13,01:11.2,01:10.5,
6457,933,817,9,3,14,01:12.0,01:10.5,
6458,933,4,1,14,15,01:12.5,01:10.7,
6459,933,815,10,11,16,01:12.5,,
6460,933,18,1,22,17,01:12.6,,
6461,933,8,6,7,18,01:12.9,,
6462,933,833,209,98,19,01:14.1,,
6463,933,829,209,28,20,01:15.4,,
6464,934,1,131,44,1,01:33.8,01:33.1,01:32.2
6465,934,3,131,6,2,01:33.5,01:32.7,01:32.4
6466,934,13,3,19,3,01:34.5,01:33.7,01:33.1
6467,934,822,3,77,4,01:34.2,01:33.0,01:33.1
6468,934,8,6,7,5,01:33.4,01:33.9,01:33.4
6469,934,20,6,5,6,01:33.6,01:33.6,01:33.5
6470,934,826,9,26,7,01:34.4,01:33.5,01:33.6
6471,934,832,5,55,8,01:34.6,01:34.1,01:33.6
6472,934,807,10,27,9,01:34.6,01:33.7,01:33.7
6473,934,817,9,3,10,01:34.3,01:33.7,01:33.9
6474,934,815,10,11,11,01:34.3,01:34.3,
6475,934,154,208,8,12,01:34.6,01:34.4,
6476,934,830,5,33,13,01:34.8,01:34.5,
6477,934,813,208,13,14,01:34.9,01:34.5,
6478,934,828,15,9,15,01:34.6,01:34.9,
6479,934,831,15,12,16,01:34.9,,
6480,934,4,1,14,17,01:35.0,,
6481,934,18,1,22,18,01:35.2,,
6482,934,829,209,28,19,01:37.4,,
6483,934,833,209,98,20,01:39.4,,
6484,936,1,131,44,1,01:22.9,01:22.3,01:22.0
6485,936,3,131,6,2,01:23.0,01:22.8,01:22.6
6486,936,20,6,5,3,01:23.3,01:23.2,01:22.7
6487,936,817,9,3,4,01:24.4,01:23.2,01:22.8
6488,936,8,6,7,5,01:23.6,01:23.5,01:23.0
6489,936,822,3,77,6,01:23.6,01:23.6,01:23.2
6490,936,826,9,26,7,01:23.6,01:23.6,01:23.3
6491,936,13,3,19,8,01:23.9,01:23.6,01:23.5
6492,936,830,5,33,9,01:24.0,01:23.8,01:23.7
6493,936,154,208,8,10,01:24.2,01:23.8,01:24.2
6494,936,807,10,27,11,01:24.1,01:23.8,
6495,936,832,5,55,12,01:24.6,01:23.9,
6496,936,815,10,11,13,01:24.4,01:24.5,
6497,936,813,208,13,14,01:23.9,01:24.6,
6498,936,4,1,14,15,01:24.6,,
6499,936,18,1,22,16,01:24.7,,
6500,936,828,15,9,17,01:24.8,,
6501,936,831,15,12,18,01:25.0,,
6502,936,833,209,98,19,01:27.4,,
6503,936,829,209,28,20,01:27.9,,
6504,937,1,131,44,1,01:48.9,01:48.0,01:47.2
6505,937,3,131,6,2,01:48.9,01:48.0,01:47.7
6506,937,822,3,77,3,01:49.0,01:49.0,01:48.5
6507,937,154,208,8,4,01:49.4,01:49.0,01:48.6
6508,937,815,10,11,5,01:49.0,01:48.8,01:48.6
6509,937,817,9,3,6,01:49.7,01:49.0,01:48.6
6510,937,13,3,19,7,01:49.7,01:48.8,01:48.7
6511,937,813,208,13,8,01:49.6,01:49.0,01:48.8
6512,937,20,6,5,9,01:49.3,01:48.8,01:48.8
6513,937,832,5,55,10,01:49.1,01:49.1,01:49.8
6514,937,807,10,27,11,01:49.5,01:49.1,
6515,937,826,9,26,12,01:49.5,01:49.2,
6516,937,828,15,9,13,01:49.5,01:49.6,
6517,937,8,6,7,14,01:49.3,,
6518,937,830,5,33,15,01:49.8,,
6519,937,831,15,12,16,01:50.0,,
6520,937,18,1,22,17,01:51.0,,
6521,937,4,1,14,18,01:51.4,,
6522,937,829,206,28,19,01:52.9,,
6523,937,833,206,98,20,01:53.1,,
6524,938,1,131,44,1,01:24.3,01:23.4,01:23.4
6525,938,8,6,7,2,01:24.7,01:23.8,01:23.6
6526,938,20,6,5,3,01:25.0,01:23.6,01:23.7
6527,938,3,131,6,4,01:24.6,01:23.9,01:23.7
6528,938,13,3,19,5,01:25.2,01:24.0,01:23.9
6529,938,822,3,77,6,01:25.0,01:24.3,01:24.1
6530,938,815,10,11,7,01:24.8,01:24.4,01:24.6
6531,938,154,208,8,8,01:25.1,01:24.4,01:25.1
6532,938,807,10,27,9,01:24.9,01:24.5,01:25.3
6533,938,828,15,9,10,01:25.1,01:24.5,01:26.2
6534,938,813,208,13,11,01:25.4,01:24.5,
6535,938,831,15,12,12,01:25.1,01:24.9,
6536,938,832,5,55,13,01:25.4,01:25.6,
6537,938,826,9,26,14,01:25.7,01:25.8,
6538,938,817,9,3,15,01:25.6,,
6539,938,18,1,22,16,01:26.1,,
6540,938,4,1,14,17,01:26.2,,
6541,938,829,209,28,18,01:27.7,,
6542,938,833,209,98,19,01:27.9,,
6543,938,830,5,33,20,,,
6544,939,20,6,5,1,01:46.0,01:44.7,01:43.9
6545,939,817,9,3,2,01:46.2,01:45.3,01:44.4
6546,939,8,6,7,3,01:46.5,01:45.1,01:44.7
6547,939,826,9,26,4,01:45.3,01:45.0,01:44.7
6548,939,1,131,44,5,01:45.8,01:45.7,01:45.3
6549,939,3,131,6,6,01:46.2,01:45.7,01:45.4
6550,939,822,3,77,7,01:46.2,01:45.9,01:45.7
6551,939,830,5,33,8,01:46.5,01:45.6,01:45.8
6552,939,13,3,19,9,01:46.9,01:45.7,01:46.1
6553,939,154,208,8,10,01:46.9,01:45.8,01:46.4
6554,939,807,10,27,11,01:46.7,01:46.3,
6555,939,4,1,14,12,01:46.6,01:46.3,
6556,939,815,10,11,13,01:46.6,01:46.4,
6557,939,832,5,55,14,01:46.5,01:46.9,
6558,939,18,1,22,15,01:45.9,01:47.0,
6559,939,831,15,12,16,01:47.0,,
6560,939,828,15,9,17,01:47.1,,
6561,939,813,208,13,18,01:47.3,,
6562,939,829,209,28,19,01:51.0,,
6563,939,834,209,53,20,01:51.5,,
6564,940,3,131,6,1,01:33.0,01:32.6,01:32.6
6565,940,1,131,44,2,01:32.8,01:32.8,01:32.7
6566,940,822,3,77,3,01:34.3,01:33.4,01:33.0
6567,940,20,6,5,4,01:34.4,01:33.8,01:33.2
6568,940,13,3,19,5,01:34.7,01:33.4,01:33.3
6569,940,8,6,7,6,01:34.2,01:33.4,01:33.3
6570,940,817,9,3,7,01:34.4,01:34.2,01:33.5
6571,940,154,208,8,8,01:34.4,01:34.3,01:34.0
6572,940,815,10,11,9,01:35.0,01:34.2,
6573,940,826,9,26,10,01:34.6,01:34.2,
6574,940,807,10,27,11,01:35.3,01:34.4,
6575,940,832,5,55,12,01:34.9,01:34.5,
6576,940,813,208,13,13,01:34.8,01:34.5,
6577,940,4,1,14,14,01:35.5,01:34.8,
6578,940,830,5,33,15,01:34.5,,
6579,940,18,1,22,16,01:35.7,,
6580,940,828,15,9,17,01:35.7,,
6581,940,831,15,12,18,01:35.8,,
6582,940,829,209,28,19,01:38.8,,
6583,940,834,209,53,20,01:47.1,,
6584,941,3,131,6,1,01:38.3,01:37.5,01:37.1
6585,941,1,131,44,2,01:38.6,01:37.7,01:37.4
